section,first volume,first image,last image,last volume,Qianlong ID,Title (Chinese),start page,Taisho number,Note
類別,冊數,,,冊尾,編號,經名,頁數,大正編號,
宋元入藏諸大小乘經,61,325,327,61,0945,佛說灌頂王喻經,673,0218,
宋元入藏諸大小乘經,61,328,341,61,0946,佛說尼拘陀梵志經,675,0011,
宋元入藏諸大小乘經,61,342,359,61,0947,佛說白衣金幢二婆羅門緣起經,689,0010,
宋元入藏諸大小乘經,61,360,381,61,0948,佛說福力太子因緣經,707,0173,
宋元入藏諸大小乘經,61,382,409,61,0949,佛說身毛喜豎經,727,0757,
宋元入藏諸大小乘經,61,410,529,61,0950,大乘本生心地觀經,755,0159,
宋元入藏諸大小乘經,61,530,541,61,0951,佛說出生無邊門陀羅尼經,41,1009,五经同卷
宋元入藏諸大小乘經,61,542,547,61,0952,一切如來心秘密全身舍利寶篋印陀羅尼經,53,1022A,五经同卷
宋元入藏諸大小乘經,61,548,549,61,0953,佛說大吉祥天女十二名號經,59,1252b,五经同卷
宋元入藏諸大小乘經,61,550,555,61,0954,佛說大吉祥天女十二契一百八名無垢大乘經,60,1253,五经同卷
宋元入藏諸大小乘經,61,556,559,61,0955,佛說一切如來金剛壽命陀羅尼經,66,1135,五经同卷
宋元入藏諸大小乘經,61,560,564,61,0956,佛說穰麌梨童女經,69,1264b,
宋元入藏諸大小乘經,61,565,568,61,0957,佛說雨寶陀羅尼經,74,1163,
宋元入藏諸大小乘經,61,569,575,61,0958,慈氏菩薩所說大乘緣生稻[卄/幹]喻經,78,0710,
宋元入藏諸大小乘經,61,576,719,61,0959,佛說除蓋障菩薩所問經,87,0489,
宋元入藏諸大小乘經,61,720,751,61,0960,仁王護國般若波羅密多經,225,0246,
宋元入藏諸大小乘經,62,10,15,62,0961,穢跡金剛說神通大滿陀羅尼法術靈要門經,257,1228,四经同卷
宋元入藏諸大小乘經,62,16,19,62,0962,穢跡金剛法禁百變法門經,263,1229,四经同卷
宋元入藏諸大小乘經,62,20,28,62,0963,佛說大乘大方廣佛冠經,267,0438,四经同卷
宋元入藏諸大小乘經,62,29,31,62,0964,佛說八種長養功德經,275,1498,四经同卷
宋元入藏諸大小乘經,62,32,55,62,0965,大雲輪請雨經,277,0989,
宋元入藏諸大小乘經,62,56,117,62,0966,大乘密嚴經,301,0682,
宋元入藏諸大小乘經,62,118,177,62,0967,佛說大集會正法經,363,0424,
宋元入藏諸大小乘經,62,178,187,62,0968,葉衣觀自在菩薩經,421,1100,
宋元入藏諸大小乘經,62,188,192,62,0969,毗沙門天王經,431,1244,
宋元入藏諸大小乘經,62,193,195,62,0970,文殊問經字母品,435,0469,
宋元入藏諸大小乘經,62,196,335,62,0971,海意菩薩所問淨印法門經,439,0400,
宋元入藏諸大小乘經,62,336,357,62,0972,佛說如幻三摩地無量印法門經,577,0372,
宋元入藏諸大小乘經,62,358,509,62,0973,守護國界主陀羅尼經,599,0997,
宋元入藏諸大小乘經,62,510,513,62,0974,佛說三十五佛名禮懺文,749,0326,六经同卷
宋元入藏諸大小乘經,62,514,517,62,0975,觀自在菩薩說普賢陀羅尼經,753,1037,六经同卷
宋元入藏諸大小乘經,62,518,520,62,0976,佛說八大菩薩曼荼羅經,757,1167,六经同卷
宋元入藏諸大小乘經,62,521,522,62,0977,佛說能淨一切眼疾病陀羅尼經,760,1324,六经同卷
宋元入藏諸大小乘經,62,523,523,62,0978,佛說除一切疾病陀羅尼經,761,1323,六经同卷
宋元入藏諸大小乘經,62,524,527,62,0979,佛說救拔焰口餓鬼陀羅尼經,762,1313,六经同卷
宋元入藏諸大小乘經,62,528,541,62,0980,瑜珈集要救阿難陀羅尼焰口儀軌經,767,1318,
宋元入藏諸大小乘經,62,542,545,62,0981,佛說蟻喻經,781,0095,
宋元入藏諸大小乘經,62,546,555,62,0982,聖觀自在菩薩不空王秘密心陀羅尼經,785,1099,
宋元入藏諸大小乘經,62,556,563,62,0983,佛說勝軍王所問經,1,0516,五经同卷
宋元入藏諸大小乘經,62,564,567,62,0984,佛說輪王七寶經,9,0038,五经同卷
宋元入藏諸大小乘經,62,568,569,62,0985,佛說園生樹經,12,0028,五经同卷
宋元入藏諸大小乘經,62,570,572,62,0986,佛說了義般若波羅蜜多經,14,0247,五经同卷
宋元入藏諸大小乘經,62,573,577,62,0987,佛說大方廣未曾有經善巧方便品,17,0844,五经同卷
宋元入藏諸大小乘經,62,578,597,62,0988,佛說大堅固婆羅門緣起經,21,0008,
宋元入藏諸大小乘經,62,598,619,62,0989,佛說巨力長者所問大乘經,41,0543,
宋元入藏諸大小乘經,62,620,626,62,0990,佛說妙吉祥菩薩所問大乘法螺經,63,0473,五经同卷
宋元入藏諸大小乘經,62,627,630,62,0991,佛說四品法門經,70,0776,五经同卷
宋元入藏諸大小乘經,62,631,632,62,0992,佛說八大菩薩經,74,0490,五经同卷
宋元入藏諸大小乘經,62,633,634,62,0993,佛說施一切無畏陀羅尼經,76,1373,五经同卷
宋元入藏諸大小乘經,62,635,637,62,0994,聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經,78,0230,五经同卷
宋元入藏諸大小乘經,62,638,651,62,0995,佛說一髻尊陀羅尼經,81,1110,
宋元入藏諸大小乘經,62,652,654,62,0996,金剛摧碎陀羅尼,95,1416,
宋元入藏諸大小乘經,62,655,657,62,0997,不空[羅-維+絹]索毗盧遮那佛大灌頂真言經,97,1002,
宋元入藏諸大小乘經,62,658,695,62,0998,地藏菩薩本願經,101,0412,
宋元入藏諸大小乘經,62,696,85,63,0999,大乘理趣六波羅密多經,139,0261,此经跨2册（62&63）
宋元入藏諸大小乘經,63,86,399,63,1000,佛說大乘菩薩藏正法經,293,0316,
宋元入藏諸大小乘經,63,400,408,63,1001,佛為優填王說王法政論經,597,0524,五经同卷
宋元入藏諸大小乘經,63,409,409,63,1002,佛說五大施經,606,0706,五经同卷
宋元入藏諸大小乘經,63,410,411,63,1003,佛說無畏陀羅尼經,607,1388,五经同卷
宋元入藏諸大小乘經,63,412,414,63,1004,佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經,609,0964,五经同卷
宋元入藏諸大小乘經,63,415,417,63,1005,佛說熾盛光大威德消災吉祥陀羅尼經,611,0963,五经同卷
宋元入藏諸大小乘經,63,418,459,63,1006,佛說頂生王因緣經,615,0165,
宋元入藏諸大小乘經,63,460,487,63,1007,佛說大乘隨轉宣說諸法經,655,0652,
宋元入藏諸大小乘經,63,488,523,63,1008,佛說大乘入諸佛境界智光明莊嚴經,683,0359,
宋元入藏諸大小乘經,63,524,563,63,1009,佛說大乘智印經,719,0634,
宋元入藏諸大小乘經,63,564,585,63,1010,佛說法乘義決定經,759,0763,
宋元入藏諸大小乘經,63,586,597,63,1011,佛說大白傘蓋總持陀羅尼經,781,0977,
宋元入藏諸大小乘經,63,598,124,64,1012,佛說一切如來真實攝大乘現證三昧大教王經,1,0882,此经跨2册（63&64）
宋元入藏諸大小乘經,64,125,176,64,1013,一切如來大秘密王未曾有最上微妙大曼羅經,303,0889,
宋元入藏諸大小乘經,64,177,196,64,1014,出生一切如來法眼遍照大力明王經,355,1243,
宋元入藏諸大小乘經,64,197,242,64,1015,金剛頂一切如來真實攝大乘現證大教王經,375,0865,
宋元入藏諸大小乘經,64,243,266,64,1016,阿唎多羅陀羅尼阿嚕力經,421,1039,
宋元入藏諸大小乘經,64,267,338,64,1017,佛說瑜伽大教王經,445,0890,
宋元入藏諸大小乘經,64,339,404,64,1018,一字奇特佛頂經,517,0953,
宋元入藏諸大小乘經,64,405,406,64,1018-t1,一字頂輪王念誦儀軌,576,,该经在此版本中并未单列目录
宋元入藏諸大小乘經,64,407,486,64,1019,菩提場所說一字頂輪王經,585,0950,
宋元入藏諸大小乘經,64,487,508,64,1020,菩提場莊嚴陀羅尼經,665,1008,
宋元入藏諸大小乘經,64,509,530,64,1021,佛說秘密相經,687,0884,
宋元入藏諸大小乘經,64,531,636,64,1022,佛說一切如來金剛三業最上秘密大教王經,709,0885,
宋元入藏諸大小乘經,64,637,682,64,1023,大寶廣博樓閣善住秘密陀羅尼經,31,1005A,
宋元入藏諸大小乘經,64,683,736,64,1024,佛說秘密三昧大教王經,77,0883,
宋元入藏諸大小乘經,65,7,72,65,1025,佛說無二平等最上瑜伽大教王經,131,0887,
宋元入藏諸大小乘經,65,73,118,65,1026,佛說金剛手菩薩降伏一切部多大教王經,197,1129,
宋元入藏諸大小乘經,65,119,146,65,1027,聖妙吉祥真實名經,243,1190,
宋元入藏諸大小乘經,65,120,121,65,1027-h1,大明太宗文皇帝御製真實名經序,245,1190-h1,此版本中该序言在目录中并未单列
宋元入藏諸大小乘經,65,122,122,65,1027-h2,聖者文殊師利發菩提心願文,246,1190,此版本中该愿文在目录中并未单列
宋元入藏諸大小乘經,65,147,157,65,1028,金剛頂瑜伽理趣般若經,271,0241,四经同卷
宋元入藏諸大小乘經,65,158,164,65,1029,大樂金剛不空真實三麼耶般若波羅蜜多理趣經,282,0243,四经同卷
宋元入藏諸大小乘經,65,165,168,65,1030,佛說佛母般若波羅蜜多大明觀想儀軌經,289,1152,四经同卷
宋元入藏諸大小乘經,65,169,170,65,1031,金剛頂瑜伽念珠經,293,0789,四经同卷
宋元入藏諸大小乘經,65,171,270,65,1032,佛說最上根本大樂金剛不空三昧大教王經,295,0244,
宋元入藏諸大小乘經,65,271,300,65,1033,佛說最上秘密那拏（羅）天經,395,1288,
宋元入藏諸大小乘經,65,301,334,65,1034,金剛峰樓閣一切瑜伽瑜祇經,425,0867,
宋元入藏諸大小乘經,65,335,372,65,1035,佛說妙吉祥最勝根本大教經,459,1217,
宋元入藏諸大小乘經,65,373,444,65,1036,妙吉祥平等秘密最上觀門大教王經,497,1192,
宋元入藏諸大小乘經,65,445,478,65,1037,普徧光明焰鬘清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經,569,1153,
宋元入藏諸大小乘經,65,479,624,65,1038,佛說如來不思議秘密大乘經,605,0312,
宋元入藏諸大小乘經,65,625,778,65,1039,大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經,745,1177A,此经目录与文本间有2页误差，此等误差几乎每卷都有一两处，可见该版本在编辑上并不是那么精益求精。
宋元入藏諸大小乘經,66,9,24,66,1040,佛說聖寶藏神儀軌經,111,1284,
宋元入藏諸大小乘經,66,25,42,66,1041,佛說寶藏神大明曼拏羅儀軌經,127,1283,
宋元入藏諸大小乘經,66,43,66,66,1042,金剛恐怖集會方廣軌儀觀自在菩薩二世最勝心明王經,147,1033,
宋元入藏諸大小乘經,66,67,114,66,1043,金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王大威力烏樞瑟摩明王經,171,1227,
宋元入藏諸大小乘經,66,115,138,66,1044,佛說大乘觀想曼拏羅淨諸惡趣經,219,0939,
宋元入藏諸大小乘經,66,139,151,66,1045,佛說大方廣曼殊室利經觀自在多羅菩薩儀軌經,243,1101,
宋元入藏諸大小乘經,66,152,160,66,1046,佛說一切佛攝相應大教王經聖觀自在菩薩念誦儀軌經,256,1051,
宋元入藏諸大小乘經,66,161,164,66,1047,瑜伽金剛頂經釋字母品,265,0880,
宋元入藏諸大小乘經,66,165,171,66,1048,佛說一切如來安像三昧儀軌經,269,1418,
宋元入藏諸大小乘經,66,172,182,66,1049,文殊師利菩薩根本大教王金翅鳥王品,276,1276,
宋元入藏諸大小乘經,66,183,206,66,1050,十一面觀自在菩薩心密言念誦儀軌經,287,1069,
宋元入藏諸大小乘經,66,207,400,66,1051,大方廣菩薩藏文殊師利根本儀軌經,311,1191,
宋元入藏諸大小乘經,66,401,444,66,1052,佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經,501,1169,
宋元入藏諸大小乘經,66,445,482,66,1053,佛說金剛香菩薩大明成就儀軌經,545,1170,
宋元入藏諸大小乘經,66,483,528,66,1054,金剛薩埵說頻那夜迦天成就儀軌經,583,1272,
宋元入藏諸大小乘經,66,529,570,66,1055,佛說大悲空智金剛大教王儀軌經,629,0892,
宋元入藏諸大小乘經,66,571,586,66,1056,佛說幻化網瑜伽教十忿怒明王大明觀想儀軌經,671,0891,
宋元入藏諸大小乘經,66,587,600,66,1057,佛說妙吉祥瑜伽大教金剛陪羅[口*縛]輪觀想成就儀軌經,687,1242,
宋元入藏諸大小乘經,66,601,618,66,1058,底哩三昧耶不動尊威怒王使者念誦法,701,1200,
宋元入藏諸大小乘經,66,619,654,66,1059,聖迦柅忿怒金剛童子菩薩成就儀軌經,719,1222b,
宋元入藏諸大小乘經,66,655,658,66,1060,七佛讚唄伽陀,755,1682,
宋元入藏諸大小乘經,66,659,660,66,1061,佛三身讚,759,1678,
宋元入藏諸大小乘經,66,661,664,66,1062,佛一百八名讚經,761,1679,
宋元入藏諸大小乘經,66,665,667,66,1063,聖救度佛母二十一種禮讚經,765,1108A,
宋元入藏諸大小乘經,66,668,669,66,1064,佛說一切如來頂輪王一百八名讚經,768,0960,
宋元入藏諸大小乘經,66,670,676,66,1065,讚法界頌,771,1675,
宋元入藏諸大小乘經,66,677,678,66,1066,八大靈塔梵讚,779,1684,
宋元入藏諸大小乘經,66,679,681,66,1067,三身梵讚,781,1677,
宋元入藏諸大小乘經,66,682,685,66,1068,佛說文殊師利一百八名梵讚,784,1197,
宋元入藏諸大小乘經,66,686,687,66,1069,曼殊室利菩薩吉祥伽陀,787,1196,
宋元入藏諸大小乘經,66,688,692,66,1070,聖金剛手菩薩一百八名梵讚,789,1131,
宋元入藏諸大小乘經,66,693,700,66,1071,聖觀自在菩薩功德讚,793,1053,
宋元入藏諸大小乘經,66,701,703,66,1072,讚觀世音菩薩頌,801,1052,
宋元入藏諸大小乘經,66,704,705,66,1073,佛說聖觀自在菩薩梵讚,804,1055,
宋元入藏諸大小乘經,66,706,711,66,1074,聖多羅菩薩梵讚,805,1107,
宋元入藏諸大小乘經,66,712,714,66,1075,事師法五十頌,811,1687,bla ma lnga bcu pa/ slob dpon rta dbyangs kyis mdzad pa/
宋元入藏諸大小乘經,66,715,722,66,1076,犍椎梵讚,814,1683,
大乘律,67,8,25,67,1077,佛說菩薩內戒經,1,1487,
大乘律,67,26,41,67,1078,菩薩優婆塞五戒威儀經,19,1503,
大乘律,67,42,55,67,1079,佛說文殊師利淨律經,35,0460,
大乘律,67,56,229,67,1080,菩薩善戒經,49,1582,
大乘律,67,230,401,67,1081,菩薩地持經,223,1581,
大乘律,67,402,437,67,1082,佛說梵網經,393,1484,
大乘律,67,438,561,67,1083,優婆塞戒經,431,1488,
大乘律,67,562,579,67,1084,寂調音所問經,555,1490,
大乘律,67,580,593,67,1085,大乘三聚懺悔經,575,1493,
大乘律,67,594,615,67,1086,佛說文殊悔過經,589,0459,
大乘律,67,616,653,67,1087,菩薩瓔珞本業經,611,1485,
大乘律,67,654,671,67,1088,佛說受十善戒經,649,1486,
大乘律,67,672,687,67,1089,佛說淨業障經,667,1494,
大乘律,67,688,755,67,1090,佛藏經,683,0653,
大乘律,67,756,766,67,1091,菩薩戒本經,751,1500,
大乘律,67,767,773,67,1092,菩薩戒羯磨文,762,1499,
大乘律,67,774,793,67,1093,菩薩戒本,769,1501,
大乘律,67,794,801,67,1094,佛說法律三昧經,789,0631,
大乘律,67,802,807,67,1095,佛說十善業道經,797,0600,
大乘律,67,808,825,67,1096,清淨毗尼方廣經,803,1489,
大乘律,67,826,829,67,1097,菩薩五法懺悔經,1,1504,
大乘律,67,830,839,67,1098,菩薩藏經,5,1491,
大乘律,67,840,847,67,1099,三曼陀[風*犮]陀羅菩薩經,15,0483,
大乘律,67,848,850,67,1100,菩薩受齋經,23,1502,
大乘律,67,851,855,67,1101,舍利弗悔過經,26,1492,
小乘律,67,856,899,67,1102,佛阿毗曇經,31,1482,
小乘律,67,900,923,67,1103,解脫戒本經,75,1460,
小乘律,67,924,947,67,1104,優波離問經,99,1466,
小乘律,67,948,973,67,1105,根本說一切有部戒經,123,1454,
小乘律,67,974,977,67,1106,佛說迦葉禁戒經,151,1469,四经同卷
小乘律,67,978,979,67,1107,佛說犯戒罪輕重經,155,1467a,四经同卷
小乘律,67,980,983,67,1108,佛說戒消災經,157,1477,四经同卷
小乘律,67,984,997,67,1109,佛說優婆塞五戒相經,160,1476,四经同卷
小乘律,68,5,414,69,1110,十誦律,175,1435,此经跨二册（68&69）
小乘律,69,415,490,70,1111,尼羯磨,605,1810,此经跨二册（69&70）
小乘律,70,491,860,70,1112,四分律藏,681,1428,
小乘律,71,5,826,71,1113,根本說一切有部毗柰耶,239,1442,
小乘律,71,827,864,72,1114,摩訶僧祇律,227,1425,此经跨二册（71&72）
小乘律,73,5,76,73,1115,曇無德部四分律刪補隨機羯磨,329,1808,
小乘律,73,77,690,73,1116,根本說一切有部毗柰耶雜事,401,1451,
小乘律,73,691,396,74,1117,彌沙塞部五分律,223,1421,此版中经名显示：彌沙塞部（和？）五分律
小乘律,74,397,710,74,1118,根本說一切有部毗柰耶破僧事,1,1450,
小乘律,74,711,174,75,1119,根本說一切有部苾蒭尼毗柰耶,313,1443,此经跨二册（74&75）
小乘律,75,175,524,75,1120,善見毗婆沙律,653,1462,
小乘律,75,525,564,75,1121,大比丘三千威儀,191,1470,
小乘律,75,565,816,75,1122,根本薩婆多部律攝,233,1458,
小乘律,75,817,902,75,1123,四分僧羯磨,483,1809,
小乘律,76,6,27,76,1124,四分比丘尼羯磨法,571,1434,
小乘律,76,28,175,76,1125,戒因緣經,593,1464,
小乘律,76,176,307,76,1126,根本說一切有部百一羯磨,741,1453,
小乘律,76,308,485,76,1127,薩婆多部毗尼摩得勒伽,77,1441,
小乘律,76,486,549,76,1128,根本說一切有部尼陀那,255,,
小乘律,76,550,611,76,1129,根本說一切有部目得迦,319,1452,
小乘律,76,612,773,76,1130,薩婆多毘尼毘婆沙,381,1440,
小乘律,76,774,793,76,1131,續薩婆多毘尼毘婆沙,543,,
小乘律,76,794,815,76,1132,出家授近圓羯磨儀範,563,1904,
小乘律,76,816,825,76,1132-t1,根本說一切有部苾[卄/芻]習學略法,585,,此版目录中并未单列此文
小乘律,76,826,102,77,1133,毗尼母論,595,1463,此经跨二册（76&77）
小乘律,77,103,126,77,1134,律二十二明了論,743,1461,
小乘律,77,127,138,77,1135,根本說一切有部毗柰耶尼陀那目得迦攝頌,769,1456,
小乘律,77,139,146,77,1136,根本說一切有部毗柰耶雜事攝頌,781,1457,
小乘律,77,147,152,77,1137,普賢菩薩行願讚,790,0297,
小乘律,77,153,240,77,1138,根本說一切有部毘柰耶頌,1,1459,
小乘律,77,241,316,77,1139,十誦律毗尼序,89,,
小乘律,77,317,338,77,1140,沙彌十戒法并威儀,163,1471,
小乘律,77,339,380,77,1141,羯磨,185,1433,
小乘律,77,381,410,77,1142,佛說大愛道比丘尼經,227,1478,
小乘律,77,411,446,77,1143,佛說目連問戒律中五百輕重事經,257,1483b,
小乘律,77,447,478,77,1144,根本說一切有部苾蒭尼戒經,293,1455,
小乘律,77,479,504,77,1145,比丘尼僧祇律波羅提木叉戒經,327,1427,
小乘律,77,505,510,77,1146,沙彌尼戒經,353,1474,
小乘律,77,511,520,77,1147,舍利弗問經,359,1465,
小乘律,77,521,560,77,1148,彌沙塞羯磨本,369,1424,
小乘律,77,561,584,77,1149a,四分戒本,411,1429,
小乘律,77,585,606,77,1149b,四分戒本,435,1430,
小乘律,77,607,636,77,1150,四分比丘尼戒本,457,1431,
小乘律,77,637,654,77,1151,五分戒本,489,1422b,
小乘律,77,655,682,77,1152,五分比丘尼戒本,509,1423,
小乘律,77,683,704,77,1153,波羅提木叉僧祇戒本,539,1426,
小乘律,77,705,730,77,1154,十誦律比丘戒本,563,1436,
小乘律,77,731,758,77,1155,十誦律比丘尼戒本,589,1437,
小乘律,77,759,780,77,1156,大沙門百一羯磨法,619,1438,
小乘律,77,781,816,77,1157,曇無德律部雜羯磨,641,1432,
小乘律,77,817,826,77,1158,沙彌威儀,677,1472,
小乘律,77,827,830,77,1159,沙彌尼離戒文,687,1475,
小乘律,77,831,856,77,1160,十誦羯磨比丘要用,693,1439,
大乘論,78,5,49,78,1161,金剛般若波羅蜜經論,719,1510b,
大乘論,78,50,96,78,1162,金剛般若波羅蜜經論,763,1511,
大乘論,78,97,412,80,1163,大智度論,1,1509,此论跨三册（78&79&80）
大乘論,80,413,484,82,1164,瑜伽師地論,317,1579,此论跨三册（80&81&82）
大乘論,82,485,689,82,1165a,攝大乘論釋,427,1598,无性菩萨造，玄奘译
大乘論,82,690,856,82,1165b,攝大乘論釋,633,1597,世亲菩萨造，玄奘译
大乘論,83,5,156,83,1165c,攝大乘論釋,1,1596,世亲菩萨造，达摩笈多译
大乘論,83,157,520,83,1165d,攝大乘論釋,152,1595,天亲菩萨释，真谛译
大乘論,83,521,525,83,1166,無相思塵論,511,1619,
大乘論,83,526,528,83,1167,觀所緣緣論,516,1624,
大乘論,83,529,538,83,1168,觀所緣緣論釋,518,1625,
大乘論,83,539,553,83,1169,大乘廣五蘊論,529,1613,
大乘論,83,554,560,83,1170,大乘五蘊論,544,1612,
大乘論,83,561,68,84,1171,顯揚聖教論,553,1602,此论跨二册（83&84）
大乘論,84,69,302,84,1172,大乘阿毗達磨雜集論,95,1606,
大乘論,84,303,410,84,1173,中論,327,1564,
大乘論,84,411,690,84,1174,十住毗婆沙論,433,1521,
大乘論,84,691,764,84,1175,菩提資糧論,709,1660,
大乘論,84,765,157,85,1176,大莊嚴經論,1,0201,此论跨二册（84&85）
大乘論,85,158,218,85,1177a,攝大乘論,223,1593,陈真谛译
大乘論,85,219,263,85,1177b,攝大乘論,283,1592,佛陀扇多译
大乘論,85,264,515,85,1178,般若燈論,327,1566,
大乘論,85,516,543,85,1179,十二門論,577,1568,
大乘論,85,544,563,85,1180,十八空論,605,1616,
大乘論,85,564,605,85,1181,百論,625,1569,
大乘論,85,606,617,85,1182,廣百論本,667,1570,
大乘論,85,618,833,85,1183,大乘莊嚴經論,679,1604,
大乘論,86,5,34,86,1184,文殊師利菩薩問菩提經論,127,1531,
大乘論,86,35,66,86,1185,金剛般若波羅蜜經破取著不壞假名論,157,1515,
大乘論,86,67,122,86,1186,勝思惟梵天所問經論,191,1532,
大乘論,86,123,356,86,1187,十地經論,247,1522,
大乘論,86,357,468,86,1188,佛地經論,477,1530,
大乘論,86,469,488,86,1189,三具足經優波提舍,587,1534,
大乘論,86,489,656,86,1190,成唯識論,607,1585,
大乘論,86,657,109,87,1191,廣百論釋論,1,1571,此论跨二册（86&87）
大乘論,87,110,199,87,1192,大乘阿毗達磨集論,187,1605,
大乘論,87,200,215,87,1193,王法正理論,279,1615,
大乘論,87,216,233,87,1194,瑜伽師地論釋,297,1580,
大乘論,87,234,247,87,1195,顯揚聖教論頌,315,1603,
大乘論,87,248,367,87,1196,彌勒菩薩所問經論,331,1525,
大乘論,87,368,376,87,1197,無量壽經優波提舍,451,1524,
大乘論,87,377,385,87,1198,轉法輪經優波提舍,460,1533,
大乘論,87,386,396,87,1199,大般涅槃經論,471,1527,
大乘論,87,397,402,87,1200,涅槃經本有今無偈論,482,1528,
大乘論,87,403,407,87,1201,能斷金剛般若波羅蜜多經論頌,488,1514,
大乘論,87,408,433,87,1202,遺教經論,493,1529,
大乘論,87,434,493,87,1203,成唯識寶生論,521,1591,
大乘論,87,494,498,87,1204,十二因緣論,581,1651,四论同卷
大乘論,87,499,501,87,1205,壹輸盧迦論,586,1573,四论同卷
大乘論,87,502,503,87,1206,大乘百法明門論,589,1614,四论同卷
大乘論,87,504,509,87,1207,轉識論,591,1587,四论同卷
大乘論,87,510,514,87,1208,唯識三十論,597,1586,
大乘論,87,515,521,87,1209,因明入正理論,602,1630,
大乘論,87,522,533,87,1210,顯識論,609,1618,
大乘論,87,534,561,87,1211,發菩提心論,621,1659,
大乘論,87,562,597,87,1212,三無性論,649,1617,
大乘論,87,598,675,87,1213,佛性論,685,1610,
大乘論,87,676,693,87,1214,大乘成業論,763,1609,
大乘論,87,694,707,87,1215,業成就論,1,1608,
大乘論,87,708,725,87,1216,因明正理門論,15,1629,
大乘論,87,726,741,87,1217,因明正理門論本,33,1628,
大乘論,87,742,747,87,1218,止觀門論頌,49,1655,
大乘論,87,748,754,87,1219,手杖論,55,1657,
大乘論,87,755,765,87,1220,緣生論,61,1652,
大乘論,87,766,775,87,1221,取因假設論,73,1622,
大乘論,87,776,776,87,1222,觀總相論頌,83,1623,
大乘論,87,777,785,87,1223,六門教授習定論,84,1607,
大乘論,87,786,815,87,1224,能斷金剛般若波羅蜜多經論釋,93,1513,
大乘論,88,7,10,88,1225,略明般若末後一頌讚述,123,1817,
大乘論,88,11,38,88,1226,妙法蓮華經優波提舍,127,1519,
大乘論,88,39,66,88,1227,妙法蓮華經論優波提舍,155,1520,
大乘論,88,67,148,88,1228,大寶積經論,185,1523,
大乘論,88,149,200,88,1229,決定藏論,265,1584,
大乘論,88,201,294,88,1230,究竟一乘寶性論,317,1611,
大乘論,88,295,326,88,1231,大乘掌珍論,409,1578,
大乘論,88,327,348,88,1232,大乘楞伽經唯識論,441,1588,
大乘論,88,349,360,88,1233,大乘唯識論,463,1589,
大乘論,88,361,370,88,1234,唯識二十論,475,1590,
大乘論,88,371,384,88,1235,寶髻經四法優波提舍,485,1526,
大乘論,88,385,418,88,1236,大丈夫論,499,1577,
大乘論,88,419,460,88,1237,入大乘論二卷,535,1634,
大乘論,88,461,502,88,1238,辯中邊論,577,1600,
大乘論,88,503,510,88,1239,辯中邊論頌,619,1601,
大乘論,88,511,542,88,1240,順中論,627,1565,
大乘論,88,543,598,88,1241,攝大乘論本,659,1594,
大乘論,88,599,638,88,1242,中邊分別論,715,1599,
大乘論,88,639,665,88,1243a,大乘起信論,755,1667,马明造，实叉难陀译
大乘論,88,666,688,88,1243b,大乘起信論,781,1666,马明造，真谛译
大乘論,88,689,716,88,1244,回諍論,1,1631,
大乘論,88,717,740,88,1245,如實論,31,1633,
大乘論,88,741,766,88,1246,寶行王正論,55,1656,
大乘論,88,767,775,88,1247,百字論,81,1572,
大乘論,88,776,778,88,1248,解拳論,90,1620,
大乘論,88,779,782,88,1249,掌中論,93,1621,
大乘論,88,783,800,88,1250,方便心論,97,1632,
大乘論,88,801,808,88,1251,大乘法界無差別論,115,1626,
大乘論,88,809,813,88,1252,提婆菩薩破楞伽經中外道小乘四宗論,123,1639,
大乘論,88,814,818,88,1253,提婆菩薩釋楞伽經中外道小乘涅槃論,128,1640,
小乘論,89,5,78,89,1254,四諦論,133,1647,
小乘論,89,79,100,89,1255,辟支佛因緣論,207,1650,
小乘論,89,101,542,92,1256,阿毗達磨大毗婆沙論,229,1545,"此论共有200卷, 跨越4册。第1-45卷在第89册，第46-100卷在第90册, 第101-160卷在第91册,  第161-200卷在第92册"
小乘論,92,543,332,94,1257,阿毗曇毗婆沙論,145,1546,"此论共有82卷, 跨越3册。第1-10卷在第92册，第11-60卷在第93册, 第61-82卷在第94册"
小乘論,94,333,154,96,1258,阿毘達磨順正理論,1,1562,"此论共有82卷, 跨越3册。第1-20卷在第94册，第21-70卷在第95册, 第71-80卷在第96册"
小乘論,96,155,748,96,1259,阿毘達磨藏顯宗論,595,1563,
小乘論,97,5,454,96,1260,阿毗達磨俱舍論,503,1558,
小乘論,97,455,316,98,1261,舍利弗阿毘曇論,245,1548,"此论共有22卷, 跨越2册。第1-10卷在第97册，第11-22卷在第98册"
小乘論,98,317,156,99,1262,阿毗達磨俱舍釋論,95,1559,"此论共有22卷, 跨越2册。第1-15卷在第98册，第16-22卷在第99册"
小乘論,99,157,186,99,1263,阿毗達磨俱舍論本頌,595,1560,
小乘論,99,187,230,99,1264,三法度論,627,1506,
小乘論,99,231,262,99,1265,三彌底部論,671,1649,
小乘論,99,263,698,99,1266,阿毗曇八犍度論,1,1543,
