section,first volume,first image,last image,last volume,Qianlong ID,Title (Chinese),start page,Taisho number,Note
類別,冊數,,,冊尾,編號,經名,頁數,大正編號,
小乘論,100,5,378,100,1267,成實論,431,1646,
小乘論,100,379,710,100,1268,阿毗達磨發智論,105,1544,
小乘論,101,5,262,101,1269,阿毗達磨集異門足論,435,1536,
小乘論,101,263,496,101,1270,阿毗達磨品類足論,1,1542,
小乘論,101,497,540,101,1271,阿毗曇甘露味論,233,1553,
小乘論,101,541,124,102,1272,鞞婆沙論,279,1547,"此论共有18卷, 跨越2册。第1-9卷在第101册，第10-18卷在第102册"
小乘論,102,125,158,102,1273,隨相論,597,1641,
小乘論,102,159,404,102,1274,阿毗達磨識身足論,631,1539,
小乘論,102,405,440,102,1275,阿毗達磨界身足論,147,1540,
小乘論,102,441,462,102,1276,五事毗婆沙論,183,1555,
小乘論,102,463,471,102,1277,十八部論,205,2032,
小乘論,102,472,480,102,1278,部執異論,214,2033,
小乘論,102,481,488,102,1279,異部宗輪論,222,2031,
小乘論,102,489,774,102,1280,雜阿毗曇心論,231,1552,
小乘論,103,5,76,103,1281,阿毗曇心論,517,1550,
小乘論,103,77,332,103,1282,尊婆須蜜菩薩所集論,591,1549,
小乘論,103,333,398,103,1283,分別功德論,145,1507,
小乘論,103,399,426,103,1284,入阿毗達磨論,213,1554,
小乘論,103,427,622,103,1285,眾事分阿毗曇論,241,1541,
小乘論,103,623,52,104,1286,解脫道論,435,1648,"此论共有12卷, 跨越2册。第1-9卷在第103册，第10-12卷在第104册"
小乘論,104,53,160,104,1287,法勝阿毗曇心論,619,1551,
小乘論,104,161,172,104,1288,勝宗十句義論,1,2138,
小乘論,104,173,352,104,1289,阿毗達磨法蘊足論,15,1537,
小乘論,104,353,508,104,1290,立世阿毗曇論,195,1644,
宋元續入藏諸論,104,509,714,104,1291,大乘集菩薩學論,351,1636,
宋元續入藏諸論,105,8,77,105,1292,大宗地玄文本論,555,1669,
宋元續入藏諸論,105,78,131,105,1293,金七十論,623,2137,
宋元續入藏諸論,105,132,161,105,1294,廣釋菩提心論,677,1664,
宋元續入藏諸論,105,162,177,105,1295,集諸法寶最上義論,707,1638,
宋元續入藏諸論,105,178,186,105,1296,金剛針論,725,1642,
宋元續入藏諸論,105,187,193,105,1297,菩提心離相論,734,1661,
宋元續入藏諸論,105,194,195,105,1298,大乘破有論,741,1574,
宋元續入藏諸論,105,196,211,105,1299,集大乘相論,1,1637,
宋元續入藏諸論,105,212,215,105,1300,六十頌如理論,17,1575,
宋元續入藏諸論,105,216,217,105,1301,大乘二十頌論,21,1576,
宋元續入藏諸論,105,218,221,105,1302,佛母般若波羅蜜多圓集要義論,22,1518,
宋元續入藏諸論,105,222,259,105,1303,佛母般若波羅蜜多圓集要義釋論,27,1517,
宋元續入藏諸論,105,260,339,105,1304,大乘寶要義論,65,1635,
宋元續入藏諸論,105,340,501,105,1305,菩薩本生鬘論,143,0160,
宋元續入藏諸論,105,502,511,105,1306,聖佛母般若波羅蜜多九頌精義論,301,1516,
宋元續入藏諸論,105,512,522,105,1307,大乘緣生論,310,1653,
宋元續入藏諸論,105,523,527,105,1308,諸教決定名義論,321,1658,
宋元續入藏諸論,105,528,595,105,1309,大乘中觀釋論,325,1567,
宋元續入藏諸論,105,596,641,105,1310,施設論,391,1538,
宋元續入藏諸論,105,642,649,105,1311,大乘法界無差別論,437,1627,
宋元續入藏諸論,105,650,657,105,1312,金剛頂瑜伽中發阿耨多羅三藐三菩提心論,445,1665,
宋元續入藏諸論,105,658,693,105,1313,彰所知論,453,1645,
西土聖賢撰集,106,5,488,106,1314,出曜經,489,0212,
西土聖賢撰集,106,489,754,106,1315,賢愚因緣經,211,0202,
西土聖賢撰集,107,7,138,107,1316,佛本行經,475,0193,
西土聖賢撰集,107,139,282,107,1317,撰集百緣經,605,0200,
西土聖賢撰集,107,283,420,107,1318,修行道地經,747,0606,
西土聖賢撰集,107,421,440,107,1319,道地經,81,0607,
西土聖賢撰集,107,441,445,107,1320,佛說佛醫經,101,0793,
西土聖賢撰集,107,446,458,107,1321,惟日雜難經,106,0760,
西土聖賢撰集,107,459,600,107,1322,雜寶藏經,119,0203,
西土聖賢撰集,107,601,604,107,1323,迦葉赴佛般涅槃經,259,0393,六经同卷
西土聖賢撰集,107,605,610,107,1324,瑜伽翳迦訖沙囉烏瑟尼沙斫訖囉真言安怛陀那儀則一字頂輪王瑜伽經,263,0955,六经同卷
西土聖賢撰集,107,611,615,107,1325,佛入涅槃密[這-言+亦]金剛力士哀戀經,269,0394,六经同卷
西土聖賢撰集,107,616,621,107,1326,佛使比丘迦旃延說法沒盡偈經,274,2029,六经同卷
西土聖賢撰集,107,622,622,107,1327,佛治身經,280,0795,六经同卷
西土聖賢撰集,107,623,624,107,1328,治意經,281,0096,六经同卷
西土聖賢撰集,107,625,628,107,1329,文殊師利發願經,283,0296,
西土聖賢撰集,107,629,630,107,1330,六菩薩名亦當誦持經,287,0491,
西土聖賢撰集,107,631,634,107,1331,小道地經,289,0608,
西土聖賢撰集,107,635,642,107,1332,阿含口解十二因緣經,292,1508,
西土聖賢撰集,107,643,722,107,1333,付法藏因緣經,299,2058,
西土聖賢撰集,107,723,780,107,1334,達磨多羅禪經,377,0618,
西土聖賢撰集,108,6,41,108,1335,禪法要解經,435,0616,
西土聖賢撰集,108,42,153,108,1336,阿育王經,471,2043,
西土聖賢撰集,108,154,161,108,1337,阿育王譬喻經,581,2044,
西土聖賢撰集,108,162,172,108,1338,三慧經,589,0768,
西土聖賢撰集,108,173,183,108,1339,阿毗曇五法行經,600,1557,
西土聖賢撰集,108,184,192,108,1340,賓頭盧突羅闍為優陀延王說法緣經,611,1690,
西土聖賢撰集,108,193,194,108,1341,請賓頭盧經,620,1689,
西土聖賢撰集,108,195,203,108,1342,大勇菩薩分別業報略經,621,0723,
西土聖賢撰集,108,204,251,108,1343,坐禪三昧法門經,631,0614,
西土聖賢撰集,108,252,359,108,1344,佛所行讚經,679,0192,
西土聖賢撰集,108,360,447,108,1345,僧伽羅剎所集佛行經,1,0194,
西土聖賢撰集,108,448,541,108,1346,法句譬喻經,89,0211,
西土聖賢撰集,108,542,583,108,1347,菩提行經,183,1662,
西土聖賢撰集,108,584,617,108,1348,金剛頂一切如來真實攝大乘現證大教王經,223,0874,
西土聖賢撰集,108,618,655,108,1349,文殊菩薩及諸仙所說吉凶時日善惡宿曜經,257,1299,
西土聖賢撰集,108,656,709,108,1350,僧伽斯那所撰菩薩本緣經,297,0153,
西土聖賢撰集,108,710,759,108,1351,那先比丘經,351,1670b,
西土聖賢撰集,109,9,46,109,1352,舊雜譬喻經,399,0206,
西土聖賢撰集,109,47,51,109,1353,禪要訶欲經,437,0609,
西土聖賢撰集,109,52,54,109,1354,內身觀章句經,442,0610,
西土聖賢撰集,109,55,59,109,1355,法觀經,445,0611,
西土聖賢撰集,109,60,68,109,1356,迦葉結經,450,2027,
西土聖賢撰集,109,69,112,109,1357,百喻經,459,0209,
西土聖賢撰集,109,113,152,109,1358,法句經,503,0210,
西土聖賢撰集,109,153,186,109,1359,眾經撰雜譬喻經,543,0208,
西土聖賢撰集,109,187,214,109,1360,阿育王子法益壞目因緣經,577,2045,
西土聖賢撰集,109,215,240,109,1361,雜譬喻經,605,0205,
西土聖賢撰集,109,241,264,109,1362,無明羅剎經,631,0720,
西土聖賢撰集,109,265,278,109,1363,文殊所說最勝名義經,655,1188,
西土聖賢撰集,109,279,288,109,1364,迦丁比丘說當來變經,671,2028,
西土聖賢撰集,109,289,298,109,1365,雜譬喻經,681,0204,
西土聖賢撰集,109,299,309,109,1366,思惟要略法,691,0617,
西土聖賢撰集,109,310,314,109,1367,十二遊經,702,0195,
西土聖賢撰集,109,315,321,109,1368,賢聖集伽陀一百頌,707,1686,二颂三经筒卷
西土聖賢撰集,109,322,323,109,1369,廣大發願頌,714,1676,二颂三经筒卷
西土聖賢撰集,109,324,331,109,1370,無能勝大明陀羅尼經,716,1234,二颂三经筒卷
西土聖賢撰集,109,332,333,109,1371,無能勝大明心陀羅尼經,723,1235,二颂三经筒卷
西土聖賢撰集,109,334,336,109,1372,十不善業道經,725,0727,二颂三经筒卷
西土聖賢撰集,109,337,418,109,1373,大乘修行菩薩行門諸經要集,727,0847,
西土聖賢撰集,109,419,466,109,1374,四阿含暮抄解,1,1505,
西土聖賢撰集,109,467,490,109,1375,五門禪經要用法,49,0619,
西土聖賢撰集,109,491,518,109,1376,金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經,73,1056,
西土聖賢撰集,109,519,542,109,1377,密跡力士大權神王經偈頌,101,1688,
西土聖賢撰集,109,543,560,109,1378,一切秘密最上名義大教王儀軌,125,0888,
西土聖賢撰集,109,561,574,109,1379,大樂金剛薩埵修行成就儀軌,143,1119,
西土聖賢撰集,109,575,576,109,1380,曼殊室利菩薩吉祥伽陀,157,,
西土聖賢撰集,109,577,598,109,1381,成就妙法蓮華經王瑜伽觀智儀軌,161,1000,
西土聖賢撰集,109,599,603,109,1382,金剛頂瑜伽降三世成就極深密門,183,1209,
西土聖賢撰集,109,604,616,109,1383,金剛頂瑜伽他化自在天理趣會普賢修行念誦儀軌,188,1122,
西土聖賢撰集,109,617,620,109,1384,金剛壽命陀羅尼念誦法,201,1133,二法二仪同卷
西土聖賢撰集,109,621,630,109,1385,大藥叉女歡喜母并愛子成就法,205,1260,二法二仪同卷
西土聖賢撰集,109,631,634,109,1386,佛說帝釋巖秘密成就儀軌,215,0940,二法二仪同卷
西土聖賢撰集,109,635,642,109,1387,觀自在菩薩如意輪念誦儀軌,219,1085,二法二仪同卷
西土聖賢撰集,109,643,647,109,1388,大毗盧遮那成佛神變加持經略示七支念誦隨行法,229,0856,三法同卷
西土聖賢撰集,109,648,652,109,1389,速疾立驗摩醯首羅天說阿尾奢法,234,1277,三法同卷
西土聖賢撰集,109,653,656,109,1390,大聖曼殊室利童子五字瑜伽法,239,1176,三法同卷
西土聖賢撰集,109,657,669,109,1391,大威怒烏芻[江-工+(止/(止*止))]麼儀軌,243,1225,
西土聖賢撰集,109,670,674,109,1392,大孔雀明王畫像壇場儀軌,256,0983A,
西土聖賢撰集,109,675,684,109,1393,金剛頂瑜伽金剛薩埵儀軌,261,,
西土聖賢撰集,109,685,690,109,1394,一字金輪王佛頂要略念誦法,271,0948,四法同卷
西土聖賢撰集,109,691,700,109,1395,觀自在菩薩如意輪瑜伽念誦法,277,1086,四法同卷
西土聖賢撰集,109,701,703,109,1396,大聖大歡喜雙身毗那耶迦法,286,1266,四法同卷
西土聖賢撰集,109,704,706,109,1397,大日經略攝念誦隨行法,289,0857,四法同卷
西土聖賢撰集,109,707,715,109,1398,五字陀羅尼頌,293,1174,
西土聖賢撰集,109,716,722,109,1399,仁王般若陀羅尼釋,302,0996,
西土聖賢撰集,110,12,43,110,1400,大樂金剛不空真實三昧耶經般若波羅蜜多理趣釋,309,1003,
西土聖賢撰集,110,44,61,110,1401,佛說最勝妙吉祥根本智最上秘密一切名義三摩地分,341,1187,
西土聖賢撰集,110,62,74,110,1402,金剛王菩薩秘密念誦儀軌,359,1132,
西土聖賢撰集,110,75,83,110,1403,金剛頂勝初瑜伽普賢菩薩念誦法經,372,1123,
西土聖賢撰集,110,84,96,110,1404,金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌,381,1125,
西土聖賢撰集,110,97,109,110,1405,無量壽如來修觀行供養儀軌,394,0930,
西土聖賢撰集,110,110,129,110,1406,甘露軍茶利菩薩供養念誦成就儀軌,407,1211,
西土聖賢撰集,110,130,140,110,1407,觀自在多羅瑜伽念誦法,427,1102,
西土聖賢撰集,110,141,145,110,1408,聖觀自在菩薩心真言瑜伽觀行軌儀,438,1031,
西土聖賢撰集,110,146,148,110,1409,菩薩訶色欲法,445,0615,
西土聖賢撰集,110,149,150,110,1410,四品學法,448,0771,
西土聖賢撰集,110,151,155,110,1411,大虛空藏菩薩念誦法,450,1146,
西土聖賢撰集,110,156,161,110,1412,仁王般若念誦法,454,0995,
西土聖賢撰集,110,162,174,110,1413,阿閦如來念誦供養法,461,0921,
西土聖賢撰集,110,175,183,110,1414,佛頂尊勝陀羅尼念誦儀軌,474,0972,
西土聖賢撰集,110,184,191,110,1415,聖閻曼德迦威怒王立成大神驗念誦法,483,1214,一法二轨品同卷
西土聖賢撰集,110,192,194,110,1416,大乘方廣曼殊室利菩薩華嚴本教讚閻曼德迦忿怒真言大威德儀軌品,492,1215,一法二轨品同卷
西土聖賢撰集,110,195,203,110,1417,大方廣曼殊室利童真菩薩華嚴本教讚閻曼德迦忿怒王真言阿毗遮嚕迦儀軌品,495,1216,一法二轨品同卷
西土聖賢撰集,110,204,239,110,1418,蘇悉地羯羅供養法,505,0894a,
西土聖賢撰集,110,240,252,110,1419,不動使者陀羅尼秘密法,541,1202,
西土聖賢撰集,110,253,265,110,1420,金剛頂瑜伽修習毗盧遮那三摩地法,554,0876,
西土聖賢撰集,110,266,276,110,1421,金剛頂瑜伽經文殊師利菩薩儀軌供養法,567,1175,
西土聖賢撰集,110,277,283,110,1422,瑜伽蓮華部念誦法,578,1032,
西土聖賢撰集,110,284,297,110,1423,金剛頂經瑜伽觀自在王如來修行法,585,0932,
西土聖賢撰集,110,298,304,110,1424,金剛頂經觀自在王如來修行法,599,0931,一法一仪轨同卷
西土聖賢撰集,110,305,317,110,1425,金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌,606,1199,一法一仪轨同卷
西土聖賢撰集,110,318,330,110,1426,略述金剛頂瑜伽分別聖位修證法門,621,0870,
西土聖賢撰集,110,331,339,110,1427,一字佛頂輪王念誦儀軌,634,0954a,
西土聖賢撰集,110,340,357,110,1428,仁王護國般若波羅密多經道場念誦軌儀,643,0994,
西土聖賢撰集,110,358,385,110,1429,金剛頂蓮華部心念誦儀軌,661,0873,
西土聖賢撰集,110,386,396,110,1430,佛說如意輪蓮華心如來修行觀門儀,689,1090,
西土聖賢撰集,110,397,407,110,1431,妙吉祥平等瑜伽秘密觀身成佛儀軌,700,1193,
西土聖賢撰集,110,408,457,110,1432,法集要頌經,711,0213,
西土聖賢撰集,110,458,465,110,1433,勸發諸王要偈,761,1673,
西土聖賢撰集,110,466,473,110,1434,龍樹菩薩勸誡王頌,769,1674,
西土聖賢撰集,110,474,486,110,1435,普賢金剛薩埵瑜伽念誦儀,777,1124,
西土聖賢撰集,110,487,497,110,1436,金剛頂瑜伽護摩儀軌,790,0908,
西土聖賢撰集,110,498,506,110,1437,大悲心陀羅尼修行念誦略儀,1,1066,
西土聖賢撰集,110,507,513,110,1438,妙吉祥平等觀門大教王經略出護摩儀,10,1194,
西土聖賢撰集,110,514,517,110,1439,金剛頂超勝三界經說文殊五字真言勝相,17,1172,
西土聖賢撰集,110,518,521,110,1440,金剛頂經瑜伽文殊師利菩薩法一品,21,1171,
西土聖賢撰集,110,522,529,110,1441,金剛頂瑜伽經十八會指歸,25,0869,
西土聖賢撰集,110,530,533,110,1442,訶利帝母真言法,33,1261,
西土聖賢撰集,110,534,541,110,1443,大方廣佛華嚴經入法界品四十二字觀,37,1019,
西土聖賢撰集,110,542,544,110,1444,般若波羅蜜多理趣經大安樂不空三昧真實金剛菩薩等一十七聖大曼荼羅義述,45,1004,
西土聖賢撰集,110,545,548,110,1445,陀羅尼門諸部要目,47,0903,
西土聖賢撰集,110,549,552,110,1446,金剛頂瑜伽三十七尊禮,51,0879,
西土聖賢撰集,110,553,555,110,1447,受菩提心戒儀,55,0915,
西土聖賢撰集,110,556,559,110,1448,大聖文殊師利菩薩讚佛法身禮,58,1195,
西土聖賢撰集,110,560,568,110,1449,一百五十讚佛頌,61,1680,
西土聖賢撰集,110,569,575,110,1450,百千頌大集經地藏菩薩請問法身讚,70,0413,
西土聖賢撰集,110,576,599,110,1451,佛吉祥德讚,77,1681,
西土聖賢撰集,110,600,693,110,1452,阿育王傳,99,2042,
西土聖賢撰集,110,694,698,110,1453,馬鳴菩薩傳,193,2046,
西土聖賢撰集,110,699,702,110,1454,龍樹菩薩傳,198,2047b,
西土聖賢撰集,110,703,707,110,1455,提婆菩薩傳,201,2048,
西土聖賢撰集,110,708,718,110,1456,婆藪槃豆傳,205,2049,
西土聖賢撰集,110,719,727,110,1457,龍樹菩薩為禪陀迦王說法要偈,216,1672,
西土聖賢撰集,110,728,736,110,1458,撰集三藏及雜藏傳,225,2026,
西土聖賢撰集,110,737,743,110,1459,大阿羅漢難提蜜多羅所說法住記,234,2030,
西土聖賢撰集,110,744,749,110,1459B,瑜伽集要焰口施食起教阿难陀缘由,241?,1320,Missing this text in this outline
西土聖賢撰集,110,750,773,110,1460,瑜伽集要焰口施食儀,241,1320,
西土聖賢撰集,110,774,776,110,1460-t1,十類孤魂文,271,1320-t1,
西土聖賢撰集,110,776,777,110,1460-t2,三歸依讚,273,1320-t2,
此土著述,111,5,198,111,1461,維摩詰所說經註,275,,
此土著述,111,199,220,111,1462,晉僧肇法師寶藏論,467,1857,
此土著述,111,221,250,111,1463,法顯傳,489,2085,
此土著述,111,251,484,111,1464,釋迦譜,519,2040,
此土著述,111,485,478,112,1465,經律異相,1,2121,此著述跨占2册（111&112）
此土著述,112,479,624,112,1466,慈悲道場懺法,1,1909,
此土著述,112,625,668,112,1467,比丘尼傳,145,2063,
此土著述,112,669,168,113,1468,高僧傳,189,2059,此著述跨占2册（112&113）
此土著述,113,169,148,114,1469,續高僧傳,477,2060,此著述跨占2册（113&114）
此土著述,114,149,718,114,1470,宋高僧傳,455,2061,
此土著述,114,719,820,114,1471,明高僧傳,213,2062,
此土著述,115,5,284,115,1472,弘明集,313,2102,
此土著述,115,285,244,116,1473,廣弘明集,591,2103,此著述跨占2册（115&116）
此土著述,116,245,416,116,1474,陀羅尼雜集,545,1336,
此土著述,116,417,432,116,1475,法華經安樂行義,715,1926,
此土著述,116,433,504,116,1476,大乘止觀法門,731,1924,
此土著述,116,505,526,116,1477,法華三昧懺儀,803,1941,
此土著述,116,527,566,116,1478,諸法無諍三昧法門,1,1923,
此土著述,116,567,588,116,1479,釋摩訶般若波羅密經覺意三昧,41,1922,
此土著述,116,589,606,116,1480,淨土十疑論,63,1961,
此土著述,116,607,652,116,1481,觀音義疏,81,1728,
此土著述,116,653,726,116,1482,觀音義疏記,127,1729,
此土著述,116,727,788,116,1483,法界次第初門,201,1925,
此土著述,117,5,48,117,1484,修習止觀坐禪法要,265,1915,
此土著述,117,49,96,117,1485,觀音玄義,309,1726,
此土著述,117,97,184,117,1486,觀音玄義記,357,1727,
此土著述,117,185,258,117,1487,四念處,445,1918,
此土著述,117,259,290,117,1488,天台四教儀,519,1931,
此土著述,117,291,480,117,1489,天台四教儀集註,551,,
此土著述,117,481,692,118,1490,妙法蓮華經玄義釋籤,739,"1716,1717",此著述跨占2册（117&118）
此土著述,118,693,296,119,1491,妙法蓮華經文句,1,1718,此著述跨占2册（118&119）
此土著述,119,297,146,120,1492,法華文句記,415,1719,此著述跨占2册（119&120）
此土著述,120,147,540,120,1493,摩訶止觀,141,1911,
此土著述,120,541,640,120,1494,集沙門不應拜俗等事,533,2108,
此土著述,120,641,664,120,1495,華嚴經旨歸,631,1871,
此土著述,120,665,676,120,1496,般若波羅密多心經略疏,655,1712,
此土著述,120,677,702,120,1497,金剛般若經疏,669,1698,
此土著述,120,703,724,120,1498,天台智者大師別傳,697,2050,
此土著述,120,725,818,120,1499,仁王護國般若經疏,719,1705,
此土著述,121,5,38,121,1500,金光明經玄義,813,1783,
此土著述,121,39,142,121,1501,金光明經玄義拾遺記,1,1784,
此土著述,121,143,168,121,1502,觀無量壽佛經疏,103,1753,
此土著述,121,169,284,121,1503,觀無量壽佛經疏妙宗鈔,131,1751,
此土著述,121,285,502,121,1504,釋禪波羅蜜次第法門,247,1916,
此土著述,121,503,602,121,1505,觀心論疏,463,1921,
此土著述,121,603,712,121,1506,金光明經文句,565,1785,
此土著述,121,713,130,122,1507,金光明經文句記,673,1786,此著述跨占2册（121&122）
此土著述,122,131,182,122,1508,菩薩戒義疏,65,1811,
此土著述,122,183,208,122,1509,歷代三寶紀,119,2034,
此土著述,122,209,238,122,1510,請觀音經疏,145,1800,
此土著述,122,239,364,122,1511,四教義,175,1929,
此土著述,122,365,466,122,1512,隋眾經目錄,301,2147,
此土著述,122,467,586,122,1513,眾經目錄,403,2146,
此土著述,122,587,364,123,1514,大般涅槃經疏,523,1767,此著述跨占2册（122&123）
此土著述,123,365,408,123,1515,大般涅槃經玄義,209,1765,
此土著述,123,409,490,123,1516,涅槃經玄義發源機要,253,1766,
此土著述,123,491,668,123,1517,辨正論,335,2110,
此土著述,123,669,756,123,1518,華嚴一乘教義分齊章,511,1866,
此土著述,124,5,46,124,1519,華嚴經明法品內立三寶章,599,1874,
此土著述,124,47,62,124,1520,修華嚴奧旨妄盡還源觀,641,1876,
此土著述,124,63,78,124,1521,華嚴金師子章,657,1880,
此土著述,124,79,112,124,1522,華嚴法界玄鏡,673,1883,
此土著述,124,113,128,124,1523,天台八教大意,707,1930,
此土著述,124,129,174,124,1524,破邪論,723,2109,
此土著述,124,175,270,124,1525,集古今佛道論衡實錄,769,2104,
此土著述,124,271,290,124,1526,續集古今佛道論衡,1,2105,
此土著述,124,291,300,124,1527,佛說阿彌陀經疏,21,1759,
此土著述,124,301,626,124,1528,大唐內典錄,31,2149,
此土著述,124,627,636,124,1528-t1,續大唐內典錄,348,2150,此版本中该著述后附于前文，并未单列目录
此土著述,124,637,726,124,1529,集神州塔寺三寶感通錄,363,2106,
此土著述,124,727,172,125,1530,大唐西域記,455,2087,此著述跨占2册（124&125）
此土著述,125,173,338,122,1531,大慈恩寺三藏法師傳,677,2053,
此土著述,125,339,858,127,1532,法苑珠林,1,2122,此著述跨占3册（125-127）
此土著述,128,5,564,128,,諸經要集,389,2123,
此土著述,128,565,620,128,1534,顯密圓通成佛心要集,81,1955,
此土著述,128,621,648,128,1535,十門辨惑論,137,2111,
此土著述,128,649,684,128,1536,大唐西域求法高僧傳,165,2066,
此土著述,128,685,770,128,1537,南海寄歸內法傳,201,2125,
此土著述,129,5,674,129,1538,開元釋教錄,285,2154,
此土著述,129,675,776,129,1539,開元釋教錄略出,55,2155,
此土著述,129,777,812,129,1540,甄正論,149,2112,
此土著述,129,814,817,129,1541,說罪要行法,185,1903,
此土著述,129,818,821,129,1542,受用三水要行法,190,1902,
此土著述,129,822,824,129,1543,護命放生軌儀法,194,1901,
此土著述,130,5,34,127,1544,永嘉集,197,2013,
此土著述,130,35,107,131,1545,大方廣佛華嚴經論,227,,此著述跨占2册（130&131）
此土著述,131,108,125,131,1546,華嚴十明論,217,,
此土著述,131,126,155,131,1547,六祖大師法寶壇經,237,2008,
此土著述,131,156,171,131,1548,止觀大意,267,1914,
此土著述,131,172,172,131,1549,始終心要,283,,
此土著述,131,173,175,131,1550,法華三昧行事運想補助儀,284,1942,
此土著述,131,176,231,131,1551,集諸經禮懺悔文,289,1982,
此土著述,131,232,243,131,1552,十不二門,347,1927,
此土著述,131,244,291,131,1553,十不二門指要鈔,359,1928,
此土著述,131,292,319,131,1554,金剛錍,407,1932,
此土著述,131,320,831,131,1555,華嚴懸談會本,435,,
此土著述,132,5,868,132,1556,華嚴會本懸談會玄記,55,,
此土著述,133,5,201,137,1557,大方廣佛華嚴經疏鈔會本,1,,此著述跨占5册（133-137）
此土著述,137,202,393,137,1558,華嚴普賢行願品別行疏鈔會本,1,,
此土著述,137,394,533,137,1559,折疑論,191,2118,
此土著述,137,534,639,137,1560,華嚴原人論解,329,,
此土著述,137,640,749,137,1561,大方廣圓覺修多羅了義經略疏,433,1795,
此土著述,137,750,326,138,1562,圓覺經略疏之鈔,541,,此著述跨占2册（137&138）
此土著述,138,327,598,138,1563,大方廣圓覺經大疏,43,,
此土著述,138,599,622,138,1564,盂蘭盆經疏,313,1792,
此土著述,138,623,682,138,1565,禪源諸詮集,339,2015,
此土著述,138,683,704,138,1566,註華嚴法界觀門,399,1884,
此土著述,138,705,728,138,1567,黃檗傳心法要,421,2012A,
此土著述,138,729,788,138,1568,金剛般若經疏論纂要,447,,
此土著述,139,6,177,139,1569,金剛經纂要刊定記,507,,
此土著述,139,178,215,139,1570,慈悲水懺法,679,1910,
此土著述,139,216,218,139,1571,觀自在菩薩如意輪呪課法,717,1952,
此土著述,139,219,229,139,1572,天台智者大師齋忌禮讚文,730,1948,
此土著述,139,230,245,139,1573,金光明懺法補助儀,737,1945,
此土著述,139,246,259,139,1574,往生淨土懺願儀,753,1984,
此土著述,139,260,269,139,1575,往生淨土決疑行願二門,767,1968,
此土著述,139,270,285,139,1576,請觀世音菩薩消伏毒害陀羅尼三昧儀,777,1949,
此土著述,139,286,291,139,1577,金光明最勝懺儀,793,1946,
此土著述,139,292,315,139,1578,法智遺編觀心二百問,801,1935,
此土著述,139,316,333,139,1579,千手眼大悲心咒行法,825,1950,
此土著述,139,334,335,139,1580,禮法華經儀式,843,1944,
此土著述,139,336,347,139,1581,修懺要旨,844,,
此土著述,139,348,363,139,1582,熾盛光道場念誦儀,857,1951,
此土著述,139,364,371,139,1583,釋迦如來涅槃禮讚文,873,1947,
此土著述,139,372,286,140,1584,景德傳燈錄,1,2076,此著述跨占2册（139&140）
此土著述,140,287,413,140,1585,明覺顯禪師語錄,743,,
此土著述,140,414,418,140,1585-t1,明州雪竇山資聖寺第六祖明覺大師塔銘,869,,
此土著述,140,419,492,140,1586,禪林寶訓,1,2022,
此土著述,140,493,149,141,1587,首楞嚴經義海,75,,此著述跨占2册（140&141）
此土著述,141,150,327,141,1588,傳法正宗記,545,2078,
此土著述,141,328,359,141,1589,傳法正宗論,723,2080,
此土著述,141,360,463,141,1590,萬善同歸,755,2017,
此土著述,141,464,465,141,1591,定慧相資歌,860,,
此土著述,141,466,467,141,1592,警世,862,,
此土著述,141,468,571,141,1593,永明心賦註,1,,
此土著述,141,572,599,141,1594,密咒圓因往生集,107,1956,
此土著述,141,600,562,143,1595,宗鏡錄,135,2016,此著述跨占3册（141-143）
此土著述,143,563,816,143,1596,碧巖集,1,2003,此版显示标题：佛果圓悟禪師碧巖集
此土著述,144,5,296,144,1597,圓悟佛果禪師語錄,253,1997,
此土著述,144,297,346,144,1598,輔教編,541,,
此土著述,144,347,719,144,1599,翻譯名義集,591,2131,
此土著述,144,720,722,144,1599-t1,蘇州景德寺普潤大師行業記,61,,
此土著述,144,723,802,144,1600,大乘起信論疏,65,,
此土著述,145,5,323,145,1601,大乘起信論疏筆削記,147,1848,
此土著述,145,324,326,145,1601-t1,南山高麗講起信玄叙,465,,
此土著述,145,327,770,146,1602,五燈會元,467,,此著述跨占2册（145&146）
此土著述,146,,,146,1602-h1,五燈會元序,535,,此版目录中并未单列此序
此土著述,146,771,804,146,1603,護法論,131,2114,
此土著述,146,805,838,146,1604,佛遺教經論疏節要,165,1820,
此土著述,146,806,806,146,1604-h1,施行敕,167,,此版显示：佛遺教經施行敕
此土著述,147,6,16,147,1605,天台傳佛心印記,199,1938,
此土著述,147,16,22,147,1605-t1,淨土境觀要門,208,1971,
此土著述,147,22,22,147,1605-t2,一心三觀,215,,
此土著述,147,23,168,147,1606,廬山蓮宗寶鑑,217,1973,
此土著述,147,169,314,147,1607,肇論新疏,361,1860,
此土著述,147,315,530,147,1608,大藏聖教法寶標目,505,,
此土著述,147,531,874,148,1609,妙法蓮華經要解,719,,
此土著述,148,5,358,148,1610,大佛頂首楞嚴經會解,255,,
此土著述,148,359,458,148,1611,元叟端禪師語錄,605,,
此土著述,148,459,782,148,1612,楚石琦禪師語錄,703,,
此土著述,148,783,724,149,1613,佛祖歷代通載,223,2036,此著述跨占2册（148&149）
此土著述,149,725,874,149,1614,百丈清規,199,2025,
