1,1
2,99
3,152
4,192
5,220
8,221
9,262
10,279
11,310
12,321
13,397
14,425
15,585
16,656
17,721
18,848
19,918
20,1030
21,1199
22,1421
23,1435
24,1448
25,1505
26,1519
27,1545
28,1546
29,1558
30,1564
31,1585
32,1628
33,1693
34,1718
35,1731
36,1736
37,1744
38,1765
39,1783
40,1804
41,1821
42,1824
43,1829
44,1835
45,1852
46,1911
47,1957
48,2001
49,2026
50,2040
51,2066
52,2102
53,2121
54,2123
55,2145
